MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
00:81:d8:41:40:82,BTHub3-GJXS,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:00:42,6,-86,51.4030699615056,-0.214991603176732,36,30,WIFI
00:25:69:94:c8:3d,SSID,[WPA2-PSK-CCMP],2012-08-11 20:00:42,7,-91,51.4030699615056,-0.214991603176732,36,30,WIFI
00:16:ce:7f:4c:2a,Livebox-B1D8,[WPA-PSK-TKIP],2012-08-11 20:00:44,1,-91,51.4030873646014,-0.214914974614197,34,10,WIFI
00:22:75:b8:03:b3,THEBEAUMONTS-PC_Network,[WPA-PSK-TKIP][WPS],2012-08-11 20:00:44,1,-91,51.4030873646014,-0.214914974614197,34,10,WIFI
02:fe:f4:60:e5:20,BTWiFi,,2012-08-11 20:00:44,11,-91,51.4030873646014,-0.214914974614197,34,10,WIFI
00:22:3f:61:80:32,minimarketnet,[WPA-PSK-TKIP],2012-08-11 20:00:48,6,-88,51.4031648496736,-0.214765225303511,42,10,WIFI
23415_189_53475426,vodafone UK,UMTS;gb,2012-08-11 20:00:50,0,-51,51.4032086670109,-0.214701359574999,42,15,GSM
00:16:ce:7f:51:db,Livebox-3100,[WPA-PSK-TKIP],2012-08-11 20:00:52,1,-64,51.4032508084139,-0.214648776590945,47,15,WIFI
00:22:3f:78:58:4c,Home,[WPA-PSK-TKIP],2012-08-11 20:00:52,6,-88,51.4032508084139,-0.214648776590945,47,15,WIFI
c0:83:0a:e6:fb:91,BTBusinessHub-170,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:00:52,11,-89,51.4032508084139,-0.214648776590945,47,15,WIFI
00:1f:1f:30:9c:20,Kingwood,[WPA-PSK-TKIP][WPS],2012-08-11 20:00:52,11,-86,51.4032508084139,-0.214648776590945,47,15,WIFI
00:24:17:64:c6:5f,CHELLE STINKS,[WEP],2012-08-11 20:00:54,2,-76,51.4032914878575,-0.214588084371438,43,15,WIFI
02:24:17:64:c6:61,BTFON,,2012-08-11 20:00:54,2,-75,51.4032914878575,-0.214588084371438,43,15,WIFI
02:24:17:64:c6:60,BTOpenzone-H,,2012-08-11 20:00:54,2,-76,51.4032914878575,-0.214588084371438,43,15,WIFI
a0:21:b7:87:5c:7c,PlusnetWirelessMAM5XZ,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 20:00:56,6,-88,51.4033357593799,-0.214513152315076,38,15,WIFI
a0:21:b7:fb:ef:b2,virginmedia3998851,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 20:00:58,1,-88,51.4033803456207,-0.214442149595518,39,10,WIFI
c8:cd:72:93:4f:17,SKY34F16,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:01:02,6,-88,51.4034752485982,-0.214311195464397,42,15,WIFI
00:8b:5d:b4:5f:0a,BTHomeHub2-NPR2,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:01:06,6,-88,51.403581435677,-0.214196536983678,47,10,WIFI
f0:f0:02:cc:51:15,PS3-3133739,[WPA-PSK-CCMP],2012-08-11 20:01:06,6,-89,51.403581435677,-0.214196536983678,47,10,WIFI
0a:8b:5d:b4:5f:0a,BTFON,,2012-08-11 20:01:06,6,-86,51.403581435677,-0.214196536983678,47,10,WIFI
06:8b:5d:b4:5f:0a,BTOpenzone,,2012-08-11 20:01:06,6,-88,51.403581435677,-0.214196536983678,47,10,WIFI
5c:d9:98:04:60:ae,SKY96963,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:01:08,11,-86,51.4036246864452,-0.214158418921131,50,10,WIFI
74:44:01:fa:3d:50,virginmedia4859843,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 20:01:08,11,-85,51.4036246864452,-0.214158418921131,50,10,WIFI
5c:d9:98:f7:36:bd,SKY84784,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:01:14,6,-89,51.4036436621847,-0.213997819137662,57,10,WIFI
f0:7d:68:67:6e:60,SKY01954,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:01:14,6,-88,51.4036436621847,-0.213997819137662,57,10,WIFI
23415_189_53475426,vodafone UK,UMTS;gb,2012-08-11 20:01:29,0,-51,51.4036776379403,-0.213660257617335,62,15,GSM
0a:d0:44:ba:9b:8a,BTFON,,2012-08-11 20:01:31,1,-88,51.4037031531128,-0.213622869633712,59,10,WIFI
06:d0:44:ba:9b:8a,BTOpenzone-H,,2012-08-11 20:01:31,1,-88,51.4037031531128,-0.213622869633712,59,10,WIFI
00:d0:44:ba:9b:8a,1st Choice PC,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:01:34,1,-85,51.4037337129377,-0.213564804013623,55,10,WIFI
00:24:36:aa:af:f3,pksHome,[WPA-PSK-TKIP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:01:34,11,-90,51.4037337129377,-0.213564804013623,55,10,WIFI
00:26:5a:74:4b:2f,D-Link,[WEP],2012-08-11 20:01:36,6,-88,51.4037449589291,-0.213518051984705,51,10,WIFI
34:08:04:12:08:1c,dlink,[WPS][WEP],2012-08-11 20:01:38,5,-81,51.4037490602815,-0.213478926373047,52,10,WIFI
00:50:7f:e6:d8:c0,SEM,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 20:01:40,10,-89,51.4037432673711,-0.213391900199193,56,10,WIFI
2c:b0:5d:f9:c2:f0,virginmedia7094421,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 20:01:40,11,-80,51.4037432673711,-0.213391900199193,56,10,WIFI
14:d6:4d:4c:17:96,virginmedia7411128,[WPA-PSK-CCMP],2012-08-11 20:01:44,6,-85,51.4036946550499,-0.213174683582191,53,15,WIFI
90:01:3b:5c:87:bb,SKYC87BA,[WPA2-PSK-CCMP][WPS],2012-08-11 20:01:44,11,-88,51.4036946550499,-0.213174683582191,53,15,WIFI
b8:a3:86:bd:b7:74,TALKTALK-BDB774,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 20:01:44,1,-88,51.4036946550499,-0.213174683582191,53,15,WIFI
00:22:3f:50:2f:e4,SKY35741,[WPA-PSK-TKIP],2012-08-11 20:01:44,11,-90,51.4036946550499,-0.213174683582191,53,15,WIFI
00:25:69:2a:16:ae,SKY05805,[WPA-PSK-TKIP],2012-08-11 20:01:46,6,-85,51.4036679133164,-0.213074683094359,54,15,WIFI
00:26:44:3f:23:d8,XLNTelecom,[WPA-PSK-TKIP],2012-08-11 20:01:46,11,-81,51.4036679133164,-0.213074683094359,54,15,WIFI
34:08:04:9e:22:12,SKY23648,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:01:52,11,-90,51.4035572198576,-0.212786116030181,60,10,WIFI
c0:3f:0e:bf:e5:e9,virginmedia9192863,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 20:01:54,1,-89,51.4035232014329,-0.212699748256043,55,10,WIFI
10:9a:dd:89:98:31,Apple Network 899831,[WPA2-PSK-CCMP],2012-08-11 20:01:56,2,-86,51.40349488013,-0.212626934113443,54,10,WIFI
00:fe:f4:0c:c4:38,BTHub3-6S8Q,[WEP],2012-08-11 20:01:56,6,-84,51.40349488013,-0.212626934113443,54,10,WIFI
23415_189_53475426,vodafone UK,UMTS;gb,2012-08-11 20:01:56,0,-57,51.40349488013,-0.212626934113443,54,10,GSM
1c:af:f7:7a:ee:41,TALKTALK-7AEE41,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:01:58,1,-85,51.4034642086644,-0.212554844903412,53,10,WIFI
00:1e:74:66:27:73,SKY10098,[WPA-PSK-TKIP],2012-08-11 20:01:58,1,-86,51.4034642086644,-0.212554844903412,53,10,WIFI
02:fe:f4:61:de:20,BTWiFi,,2012-08-11 20:01:58,11,-91,51.4034642086644,-0.212554844903412,53,10,WIFI
00:fe:f4:61:de:20,BTHub3-87N2,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:02:00,11,-81,51.4034578107696,-0.212491979915919,59,15,WIFI
00:d0:44:ba:9b:8a,1st Choice PC,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:02:00,1,-89,51.4034578107696,-0.212491979915919,59,15,WIFI
12:fe:f4:61:de:20,BTWiFi-with-FON,,2012-08-11 20:02:00,11,-83,51.4034578107696,-0.212491979915919,59,15,WIFI
00:d0:44:b1:db:f2,BTHomeHub2-JHXK,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:02:02,11,-86,51.4034697403452,-0.212422638435921,58,10,WIFI
58:6d:8f:48:f9:aa,LimeBear,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 20:02:04,11,-89,51.4034911169398,-0.21235518501338,55,20,WIFI
06:d0:44:ba:9b:8a,BTOpenzone-H,,2012-08-11 20:02:06,1,-85,51.4035130588093,-0.212306125252456,51,20,WIFI
00:fe:f4:41:1b:70,BTHub3-CW4N,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP],2012-08-11 20:02:08,6,-77,51.403587625463,-0.212267064620504,52,15,WIFI
90:01:3b:52:c5:9d,SKY2C59C,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][WPS],2012-08-11 20:02:08,6,-86,51.403587625463,-0.212267064620504,52,15,WIFI
00:1f:33:16:5c:40,SKY97034,[WPA-PSK-TKIP],2012-08-11 20:02:10,11,-81,51.4036585423299,-0.212227241659749,50,10,WIFI
